SMILES,CHEMSPIDER_ID,CHEMBL_ID,CHEMBL_KNOWN_DRUG,CHEMBL_ALTERNATE_NAME,CLINICALTRIALS_DB,CONCENTRATION_uM,
Oc1c2c(cc(c1)C)C(=O)c1c(C2=O)c(O)ccc1,9793,CHEMBL41092,No,SID22405477|SID26747395|SID17389107|SID50105639|,0,10.0,
Oc1c2c(ccc1)C(=O)C(=CC2=O)C,9790,CHEMBL295316,No,SID26747815|SID133894|plumbagin|SID26753709|,0,50.0,
Oc1c2nc(ccc2ccc1)C(O)=O,66696,CHEMBL1368601,No,SID26728552|SID48410106|,0,5.0,
Oc1c2ncccc2c(cc1)C(O)=O,404518,CHEMBL1230640,No,SID85736331|SID99495762|SID90419359|,0,50.0,
Oc1cc(O)c2nc3c(nc2c1C=O)c(O)ccc3C(OC)=O,16736799,CHEMBL1505471,No,SID407018|U-24792|SID26732584|Lomofungin|,0,10.0,
Oc1cc(O)cc(O)c1C(=O)C,61386,CHEMBL452477,No,2|4|6-Trihydroxyacetophenone|2|4|6-Trihydroxy Acetophenone|SID26749616|,0,10.0,
Oc1cc(O)cc(O)c1C(=O)CCc1ccc(O)cc1,4624,CHEMBL45068,No,SID124881191|SID124881194|Phloretin|SID26747651|SID26753632|2'|4|4'|6'-Tetrahydroxydihydrochalcone|SID26725279|SID11111666|SID50106910|SID90341086|SID46500461|2'|4|4'|6'-Tetrahydroxy-Dihydrochalcone|SID85231195|SID11111667|SID50106911|,0,10.0,
Oc1cc(O)ccc1C(=O)\C=C\c1ccc(O)cc1,553829,CHEMBL129795,No,SID26752559|SID50105360|Isoliquiritigenin|SID93576722|SID26747225|SID14728533|SID90340639|SID50105357|SID50105359|SID50105356|SID50105358|,0,10.0,
Oc1cc([N+](CC)(C)C)ccc1,3090,CHEMBL1104,Yes,ENLON-PLUS|SID11111144|Edrophonium|SID11111143|Enlon|SID50104222|SID90341680|Tensilon|SID50100235|Reversol|,3,10.0,
Oc1cc(cc(O)c1)C(O)CNC(C)(C)C,5210,CHEMBL1760,Yes,Bricanyl|Brethaire|SID90341646|Brethine|Terbutaline|,56,10.0,
Oc1cc(cc(O)c1)C(O)CNC(C)C,3944,CHEMBL776,Yes,SID26748125|Alupent|Metaproterenol|Prometa|SID90340962|,0,10.0,
Oc1cc(cc(O)c1)\C=C/c1ccc(O)cc1,1265933,CHEMBL87333,No,(Z)-Resveratrol|SID50100557|SID124883086|SID11111743|SID11111742|SID11113359|Cis-Resveratrol|SID11113271|,0,50.0,
Oc1cc(cc(O)c1)\C=C\c1ccc(O)cc1,392875,CHEMBL165,No,SID124883089|SID17388746|SID26747077|SID90341821|SID124883094|SID50104225|SID26751587|3|5|4'-Trihydroxy-trans-stilbene|SID50104223|SID855986|SID26751586|SID50104224|Resveratrol|SID26747076|SID49734167|SID144203808|SID50126366|SID458391|SID85231343|SID124883091|SID124883093|,215,10.0,
Oc1cc(ccc1O)C(O)=C1C(=O)C2(CC=C(C)C)C(C)(C)C(CC(CC(C(C)=C)CC=C(C)C)(C2=O)C1=O)CC=C(C)C,28580666,,,,0,20.0,
Oc1cc(ccc1O)C(O)=O,71,CHEMBL37537,No,Protacatechuic Acid|SID26665736|,7791,-,
Oc1cc(ccc1O)C(O)CN,926,CHEMBL432,No,SID90341653,0,10.0,
Oc1cc(ccc1O)C(O)CNC,815,CHEMBL1740,No,Vaponefrin|Racepinephrine|Racepinefrine|SID90341754|,0,10.0,
Oc1cc(ccc1O)C(O)CNC(C)C,3647,CHEMBL434,Yes,SID144203723|SID50104946|SID104171176|Isoproterenol|SID50111114|SID90340610|SID26752240|,18,10.0,
Oc1cc(ccc1O)CC(C(Cc1cc(O)c(O)cc1)C)C,4375,CHEMBL52,Yes,SID124880893|SID50106728|SID11111541|CHX-100|Masoprocol|SID104171200|SID50100292|SID50106727|SID70634|Actinex|Meso-Nordihydroguaiaretic Acid|SID124891671|SID90341429|SID855767|SID50105253|Nordihydroguaiaretic acid|SID11111540|MESO-NDGA|SID50105254|,7777,10.0,
Oc1cc(ccc1O)CC(N)(C(O)=O)C,3995,CHEMBL718,No,2-Amino-3-(3|4-Dihydroxy-Phenyl)-2- Methyl-Propionic Acid(Catechol Metabolite)|SID50106599|SID50106598|SID85231121|Methyldopa|SID90340754|,35,10.0,
Oc1cc(ccc1O)CC(NN)(C(O)=O)C,2465,CHEMBL1179357,No,SID124879489,0,10.0,
Oc1cc(ccc1O)CC(O)=O,532,CHEMBL1284,No,DOPAC|SID50106188|SID85231019|SID124879971|SID11111112|SID26753554|SID26732626|SID90341470|,7778,50.0,
Oc1cc(ccc1O)CC(O)C(O)=O,388544,,,,0,10.0,
Oc1cc(ccc1O)CCN,661,CHEMBL59,Yes,Sinemet|SID26750067|SID50107800|SID144203718|Dopamine|Intropin|Parcopa|SID26753786|Carbilev|SID104171172|SID124880336|SID11111282|SID90341661|SID124880337|SID57288369|SID26753787|,364,10.0,
Oc1cc(ccc1O)C[C@@](N)(C(O)=O)C,630110,CHEMBL1452561,No,SID26748136|SID124882350|SID11112415|SID11111409|SID11111408|,0,10.0,
Oc1cc(ccc1O)[C@@H](O)CNC,5611,CHEMBL679,Yes,Bronkaid Mist|Medihaler-Epi|Sus-Phrine|Adrenaclick|SID90341589|Epinephrine Hydrochloride|Epipen Jr.|Levo-Methylaminoethanolcatechol|Sus-Phrine Sulfite-Free|Twinject 0.15|Twinject 0.3|Epinephrine|Auvi-Q|SID26754418|SID26754419|Primatene Mist|Epi E Z Pen Jr|Twinject|SID29215202|SID11111154|Adrenaline|Akpro|Epipen|Epipen E Z Pen|Propine|Ana-Kit|Adrenalin|SID26754420|,527,10.0,
Oc1cc(ccc1O)\C=C\C(O)=O,600426,CHEMBL145,No,Caffeic acid|SID50104062|SID26746990|SID50104061|SID50104063|SID90340699|SID50104065|SID26751505|SID124883134|SID50104064|SID855772|SID106262|trans-Caffeate|SID85231345|SID124883138|SID56422203|,7780,0.1,
Oc1cc(ccc1O)\C=C\C(O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O)=O,1405788,CHEMBL284616,No,SID56463713|NSC-407296|,7781,10.0,
Oc1cc(nc2c1cccc2)C(O)=O,3712,CHEMBL299155,No,SID26747099|SID50104348|SID11113415|SID26747100|SID26751656|SID90340624|Kynurenic Acid|SID50104346|SID124880499|SID124880498|SID85231101|SID11111352|SID50104347|SID56463252|,0,10.0,
Oc1cc2CC[C@H]3NCc4c([C@@H]3c2cc1O)cccc4,5036130,CHEMBL25856,No,Dihydrexidine|SID11111082|Rel-Dihydrexidine|SID124886952|,3,10.0,
Oc1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C,5770,CHEMBL691,Yes,Estinyl|SID76025|Ginestrene|Ethinyl Estradiol|Ethynylestradiol|Lynoral|Ethinyloestradiol|SID144204698|Etinestryl|Ethinylestradiol|SID26753042|Follicoral|Feminone|,2810,10.0,
Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C,5554,CHEMBL135,Yes,Agofollin|Alfatradiol|Destradiol|Estrogel|Menostar|Dihydrotheelin|Oestradiol|SID56422158|SID90341590|Femring|Gynergon|Gynoestryl|Vagifem 8|SID26753050|SID8139865|Elestrim|Alora|Dihydroxyestrin|Elestrin|Estraderm|Estradiol|Estring|Gynodiol|Gynogen|SID26753052|SID50105620|SID29215117|SID50105619|Divigel|Esclim|Femtrace|Aquagen|Climara Pro|Estradiol hemihydrate|SID29215116|SID17389898|SID29215115|SID144204699|Depo-Estradiol|Estrace|Vagifem|Vivelle|Vivelle-Dot|SID26753051|Evamist|Fempatch|ECP|Estradiol Hemihydrate|Gvnodiol|Climara|Estrasorb|Innofem|E-Cypionate|Vagifem 18|Minivelle|SID50124031|,2381,10.0,
Oc1cc2CC[C@H]3[C@@H]4CC[C@H](OC(=O)CCCC)[C@]4(CC[C@@H]3c2cc1)C,13194,CHEMBL1511,Yes,Estradiol Valerate|Estradiol valerate|Oestradiol Valerate|Delestrogen|SID56422428|SID855707|SID144204865|,2401,10.0,
Oc1cc2[C@]34[C@@H]([C@@H](N(CC3)C)Cc2cc1)CCCC4,10489895,CHEMBL1254766,No,Dextrorphan,0,9.9,
Oc1cc2[nH]c3c(c2cc1)ccnc3C,10296888,CHEMBL14285,No,SID26666784|SID124882889|SID11113167|SID26754311|,0,10.0,
Oc1cc2c([nH]cc2CC(N)C(O)=O)cc1,141,CHEMBL162789,No,,0,10.0,
Oc1cc2c([nH]cc2C[C@H](N)C(O)=O)cc1,388413,CHEMBL350221,No,SID50105516|SID11111290|Oxitriptan|SID26752894|SID50105515|SID90340691|SID124890389|SID17388954|SID56463305|,1,10.0,
Oc1ccc(N(CC=2NCCN=2)c2ccc(cc2)C)cc1,59535,,,,0,10.0,
Oc1ccc(N)cc1C(O)=O,3933,CHEMBL704,Yes,Canasa|Mesalamine|Asacol Hd|SID104171289|Fisalamine|Lialda|Pentasa|SID11112235|Sfrowasa|SID26752847|Colazal|SID17389224|Asacol|Mesalazine|Rowasa|SID49681712|Apriso|,218,10.0,
Oc1ccc(N2N(C(=O)C(CCCC)C2=O)c2ccccc2)cc1,4480,CHEMBL1228,Yes,Oxiphenbutazone|Oxyphenbutazone|Oxazolidin|SID26748182|Tandearil|SID56463172|SID144203965|,0,10.0,
Oc1ccc(N=Nc2ccc(cc2)C(=O)NCCC(O)=O)cc1C(O)=O,10662422,CHEMBL1201346,Yes,Balsalazide|SID26758056|,13,10.0,
Oc1ccc(NC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)cc1,5037081,CHEMBL39878,No,SID49681664|AM-404|SID11113927|SID26719716|,0,10.0,
Oc1ccc(cc1)C(O)C(N1CCC(CC1)Cc1ccccc1)C,3561,CHEMBL305187,No,SID50104451|RC 61-91|SID90341159|SID144204466|Ifenprodil Tartrate|SID26751765|SID29215029|Ifenprodil|SID50104452|,3,9.5,
Oc1ccc(cc1)C(O)CN,4420,CHEMBL53929,No,SID144203766|Octopamine|SID90341287|ND-50|SID104171205|,0,10.0,
Oc1ccc(cc1)C(O)CNC,6904,CHEMBL33720,No,Synephrine|SID50105255|SID90340909|SID49681813|SID17388717|Oxedrine|SID855689|SID85231217|,0,10.0,
Oc1ccc(cc1)CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO)C(=O)NC(C(=O)NC(CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)COC(C)(C)C,4470656,CHEMBL1201247,Yes,Goserelin|ICI-118630|Zoladex|Goserelin Acetate|,347,9.6,
Oc1ccc(cc1)CC(O)=O,124,CHEMBL1772,No,2-(4-Hydroxyphenyl)Acetic Acid|SID47193702|,0,10.0,
Oc1ccc(cc1)CCN,5408,CHEMBL11608,No,Tyramine|SID104171251|SID90341354|SID858070|SID11111872|,11,10.0,
Oc1ccc(cc1)CCN(C)C,61609,CHEMBL505789,No,Hordenine|SID26754605|,0,10.0,
Oc1ccc(cc1)C[C@@H](N)C(O)=O,64252,CHEMBL1076637,No,D-Tyrosine|SID26754407|SID26754408|,0,10.0,
Oc1ccc(cc1)C[C@H](N)C(O)=O.OC(=O)CC[C@H](N)C(O)=O.OC(=O)C.OC(=O)[C@@H](N)CCCCN.OC(=O)[C@@H](N)C,,,,,0,10.0,
Oc1ccc(cc1)C[C@](N)(C(O)=O)C,390103,CHEMBL1200862,Yes,SID50106644|SID50106645|SID50106646|Demser|Metyrosine|L-588357-0|MK-781|SID90341393|Metirosine|SID29215162|,4,10.0,
Oc1ccc(cc1-c1cc(CC=C)c(O)cc1)CC=C,65254,CHEMBL16901,No,SID26756947|SID24823977|SID49681541|Honokiol|SID29216424|,3,10.1,
Oc1ccc(cc1-c1cc(ccc1O)CC=C)CC=C,65251,CHEMBL180920,No,Magnolol|SID26755255|SID24824085|SID26755254|,0,10.0,
Oc1ccc(cc1C(=O)N)C(O)CNC(CCc1ccccc1)C,3734,CHEMBL429,Yes,Normozide|Trandate|Labetalol|SID90341718|Normodyne|,44,10.0,
Oc1ccc(cc1CO)C(O)CNC(C)(C)C,1999,CHEMBL714,Yes,Accuneb|Salbutamol|PROVENTIL-HFA|Combivent|Ventolin Hfa|Albuterol|Ventolin|SID104171238|Volmax|Proventil Hfa|SID90340718|SID90341530|Duoneb|Proventil|Proair Hfa|SID50104505|,542,9.9,
Oc1ccc(cc1CO)C(O)CNCCCCCCOCCCCc1ccccc1,4968,CHEMBL1263,Yes,Serevent|SID26719802|Serevent Diskus|GR-33343X|Salmeterol|SID144207133|Salmaterol|GR-33343-X|,881,10.0,
Oc1ccc(cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1)C,391967,CHEMBL1382,Yes,KABI-2234|SID144205290|Tolterodine|SID49666284|Detrol|SID29215497|,221,10.0,
Oc1cccc(CCCCCCCCCCCCCCC)c1C(O)=O,146579,CHEMBL33778,No,Anacardic Acid|6-(Pentadecyl)Salicylic Acid|Anarcadic Acid|6-Pentadecatrienylsalicylic Acid|,7783,50.0,
Oc1cccc(CCCCCCC\C=C/CCCCCC)c1C(O)=O,4445152,CHEMBL445177,No,6[8'(Z )-Pentadecenyl]Salicylic Acid|Anacardic Acid 8'Z-Monoene|Gingkolic Acid|SID26749344|,7792,-,
Oc1nc(C)c(cc1C#N)-c1ccncc1,4052,CHEMBL189,Yes,Milrinone|WIN-47203-2|SID11114110|SID11532967|SID26757809|SID50104873|SID11111460|SID11111461|SID49681694|WIN-472032|SID90341667|SID144205666|Primacor|,54,10.1,
Oc1nc(nc2n(cnc12)CCC(CO)CO)N,4563,CHEMBL1540,Yes,Vectavir|SID144205801|Penciclovir|Denavir|BRL-39123|,5,10.0,
Oc1nc(nc2n(cnc12)COC(CO)CO)N,3336,CHEMBL182,Yes,Cymevene|Zirgan|BW-759U|SID56424026|SID11111225|Cytovene|Ganciclovir|Vitrasert|SID50106328|SID11111224|RS-21592|SID50113251|SID8139883|SID90341439|SID144203711|,226,10.0,
Oc1nc(nc2n(cnc12)COCCO)N,1945,CHEMBL184,Yes,Aciclovir|Acycloguanosine|Cyclovir|SID50105759|SID50104033|Acyclovir|SID50112892|SID144203626|Zovirax|SID11110743|SID11110742|SID124879196|SID26747423|SID855732|SID90341314|,217,10.0,
Oc1nc(nc2n(cnc12)COCCOC(=O)[C@@H](N)C(C)C)N,54770,CHEMBL1349,Yes,SID29215498|Valacyclovir|Valtrex|SID56422581|,207,10.0,
Oc1nc(nc2ncc(nc12)CNc1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N,5815,CHEMBL1622,Yes,SID50085945|Pteroylglutamic Acid|SID11112150|Folic Acid|Vitamin Bc|Vitamin M|SID26754169|Folvite|Folacin|Folicet|,7739,10.0,
Oc1nc2c(cccc2)c(c1)C(O)=O,76740,CHEMBL2048387,No,,0,50.0,
P(O)(O)(=O)C(O)=O,3297,CHEMBL666,Yes,Foscavir|Foscarnet|,56,10.0,
P(O)(O)(=O)[C@H]1O[C@H]1C,394204,CHEMBL1757,Yes,Fosfomycin|Fosfomycin Calcium|Fosfomycin Sodium|Monurol|,38,9.9,
P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(O)(O)=O,308,CHEMBL296272,No,SID92763959|SID403149|,0,10.0,
P(OC[C@H]1O[C@@H](N2C=C(CC=C2)C(=O)N)[C@H](O)[C@@H]1O)(OP(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(O)=O)(O)=O,388299,,,,0,50.0,
P(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@H](O)[C@@H]1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,5903,CHEMBL336296,No,SID26756678|UTP|Uridine triphosphate|Uridine-5'-triphosphate|,33,10.0,
P(OC[C@H]1O[C@@H]([n+]2cc(ccc2)C(=O)N)[C@H](O)[C@@H]1O)(OP(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(O)=O)(=O)[O-],5681,CHEMBL1234613,No,Diphosphopyridine Nucleotide|Nadide|CO-I|NAD|DPN|Nicotinamide Adenine Dinucleotide|,0,20.0,
P(OC[C@H]1O[C@@H](n2c3N=CNC(=O)c3nc2)[C@H](O)[C@@H]1O)(O)(O)=O,8264,CHEMBL1207374,No,SID26754274,0,10.0,
P(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(OP(OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=NC(=O)NC(=O)C2=Nc2cc(C)c(cc12)C)(O)=O)(O)=O,559059,CHEMBL1232653,No,Flavin Adenine Dinucleotide|SID50112827|,18,20.0,
P(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,5742,CHEMBL14249,No,SID26756664|SID26514303|ATP|Adenosine triphosphate|,247,10.0,
P(OC[C@H]1O[C@@H](n2nc(nc2)C(=O)N)[C@H](O)[C@@H]1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,108908,CHEMBL398463,No,Ribavirin 5'-Triphosphate,2011,11.4,
S(=O)(=O)(C)C,5978,CHEMBL25028,No,SID26750007|Methanesulfonylmethane|,0,10.0,
S(=O)(=O)(C)c1ccc(cc1)C=1COC(=O)C=1c1ccccc1,4911,CHEMBL122,Yes,MK-0966|SID26748942|MK-966|Rofecoxib|Vioxx|SID49665949|SID535364|,62,10.0,
S(=O)(=O)(CC(O)(C(=O)Nc1cc(C(F)(F)F)c(cc1)C#N)C)c1ccc(F)cc1,2284,CHEMBL409,Yes,Kalumid|ICI-176334|Casodex|Cosudex|Calutide|Bicalutamide|SID26719836|,320,10.0,
S(=O)(=O)(CC)c1cc(C(=O)NCC2N(CCC2)CC)c(OC)cc1N,2074,CHEMBL243712,No,SID26753203|SID26719748|Amisulpride|SID26719747|,61,10.0,
S(=O)(=O)(CCn1c(ncc1[N+](=O)[O-])C)CC,5279,CHEMBL1220,Yes,Symplotan|CP-12574|Tindamax|Trimonase|SID11112651|SID855690|Tinidazole|Fasigyn|SID56422390|,45,10.0,
S(=O)(=O)(N(C)C)c1ccc(cc1)C(=O)Nc1c2c(oc1C(=O)N)cccc2,3642741,,,,0,10.0,
S(=O)(=O)(N(C)c1ccccc1)c1ccc(cc1)C(=O)Nc1c2c(oc1C(=O)N)cccc2,2843853,,,,0,10.0,
S(=O)(=O)(N(CC(C)C)C[C@@H](O)[C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)c1ccc(N)cc1,58532,CHEMBL116,Yes,VX-478|141 W94|141W94|KVX-478|Lexiva|Amprenavir|Agenerase|,91,10.0,
S(=O)(=O)(N(CC)CC)c1ccc(cc1)C(=O)Nc1c2c(oc1C(=O)N)cccc2,3721338,,,,0,10.0,
S(=O)(=O)(N(CCC)CCC)c1ccc(cc1)C(O)=O,4742,CHEMBL897,Yes,Benemid|Probecid|SID26751571|Probenecid|SID56424104|SID17389752|Probampicin|SID50100375|SID855953|SID11112135|SID26747056|Probalan|SID26747055|,63,10.0,
S(=O)(=O)(N)Cc1noc2c1cccc2,5532,CHEMBL750,Yes,Zonisamide|Zonegran|PD-110843|SID90341782|AD-810|CI-912|SID49666067|,169,10.0,
S(=O)(=O)(N)c1cc(C(=O)NC[C@H]2N(CCC2)CC)c(OC)cc1,599749,CHEMBL267044,No,SID11113767|SID50104627|Levosulpiride|SID11112626|,2,10.0,
S(=O)(=O)(N)c1cc(Nc2nc(N(C)c3cc4nn(C)c(c4cc3)C)ccn2)ccc1C,8289501,CHEMBL477772,Yes,Pazopanib|Votrient|SID50100102|SID103905642|SID144206725|GW786034|,438,10.0,
S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O,2377,CHEMBL1072,Yes,SID11110843|SID50103991|Bumex|Ro-10-6338|SID26751481|Bumetanide|Burinex|SID56424138|Lixil|SID855675|Ro-106338|SID11110844|SID26746951|,23,10.0,
S(=O)(=O)(N)c1cc2S(=O)(=O)NC(Nc2cc1C(F)(F)F)Cc1ccccc1,2225,CHEMBL1684,Yes,Naturetin-5|SID124883448|SID855628|Naturetin-10|Naturetin-2.5|Naturetin|Bendrofluazide|Benzydroflumethiazide|Bendroflumethiazide|SID26747201|SID56422088|,9,10.0,
S(=O)(=O)(N)c1cc2S(=O)(=O)NCNc2cc1C(F)(F)F,3521,CHEMBL1763,Yes,SID26747027|Saluron|SID855883|SID11112295|SID56422879|Diucardin|Hydroflumethiazide|,2,10.0,
S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2ccc(cc2)C)C(F)(F)F)cc1,2562,CHEMBL118,Yes,Celecoxib|SID49666478|Celebrex|SC-58635|SID49665790|SID144204686|SID535138|SID17389545|SID26747363|,933,10.0,
S(=O)(=O)(N)c1ccc(cc1)-c1c(noc1C)-c1ccccc1,106796,CHEMBL865,Yes,SID49665731|SC-65872|Valdecoxib|SID26748964|Bextra|SID144204991|,70,10.0,
S(=O)(=O)(N)c1ccc(cc1)CN,3858,CHEMBL419,Yes,SID11112297|Sulfamylon|Mafenide|4-Homosulfanilamide|,6,10.0,
S(=O)(=O)(N1CC(CCC1)C(=O)N(Cc1ccccc1)C)c1ccc(NC(OC)=O)cc1,2200955,,,,0,10.0,
S(=O)(=O)(N1CCC(CC1)C(=O)NCCN(CC)c1ccccc1)CC,2493064,CHEMBL1727288,No,SID4248071,0,10.0,
S(=O)(=O)(N1CCC(CC1)C(=O)Nc1ccc(N(CC)CC)cc1)c1ccc(cc1)C,1729242,,,,0,10.0,
S(=O)(=O)(N1CCCC1)c1ccc(cc1)C(=O)Nc1c2c(oc1C(=O)N)cccc2,4193760,,,,0,10.0,
S(=O)(=O)(N1CCCCC1)c1ccc(cc1)C(=O)Nc1c2c(oc1C(=O)N)cccc2,4185060,,,,0,10.0,
S(=O)(=O)(N1CCCCC1C(=O)N(C)c1ccccc1)c1ccc(cc1)C,3286750,CHEMBL1729776,No,SID49736758,0,10.0,
S(=O)(=O)(N1CCN(CC1)C)c1cc(C=2NC(=O)c3n(nc(c3N=2)CCC)C)c(OCC)cc1,5023,CHEMBL192,Yes,Viagra|Revatio|UK-92480|SID50085897|Sildenafil|SID26748898|,670,10.0,
S(=O)(=O)(N1CCN(CC1)CC)c1cc(C=2N=C(O)c3n(N=2)c(nc3C)CCC)c(OCC)cc1,99300,CHEMBL1520,Yes,Vardenafil,174,10.0,
S(=O)(=O)(N1CCOCC1)c1ccc(cc1)C(=O)Nc1c2c(oc1C(=O)N)cccc2,3367673,,,,0,10.0,
S(=O)(=O)(NC(=O)C)c1ccc(N)cc1,5129,CHEMBL455,Yes,Ocusulf-30|SULF-10|Sulten-10|Sulfair-15|Sulphacetamide|SULF-15|Sulfacetamide (Triple Sulfa)|Ocusulf-10|Sulfacel-15|SID56422206|Sulfacetamide|Bleph-10|Bleph-30|Cetamide|FML-S|Klaron|SID17388721|SID855639|Sulster|,0,10.0,
S(=O)(=O)(NC(=O)NC(C)C)c1cnccc1Nc1cc(ccc1)C,38123,CHEMBL1148,Yes,Torsemide|SID26719820|Torasemide|SID26748988|Demadex|SID49665992|AC-4464|AC4464|BM-02015|SID49666477|SID11112793|,32,9.9,
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)C(=O)C,1912,CHEMBL1589,Yes,Dymelor|SID11110689|SID56463352|33006|Acetohexamide|SID11112460|SID17390067|SID50105548|,3,10.1,
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)CCNC(=O)c1ncc(nc1)C,3359,CHEMBL1073,Yes,CP-28720|Glucotrol Xl|Glipizide|SID855947|SID50104189|Glucotrol|SID56422485|K-4024|SID11111214|SID11112714|,94,10.0,
S(=O)(=O)(NC(=O)NCCCC)c1ccc(cc1)C,5304,CHEMBL782,Yes,SID17389707|SID26751513|SID56436662|Orinase|SID26751511|SID855782|SID50104069|SID11111858|Tolbutamide|,22,10.0,
S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(cc1)C,5302,CHEMBL817,Yes,Tolazamide|Tolinase|SID85231252|SID50104182|U-17835|SID26747047|SID11111870|SID56422126|SID855941|SID26751566|,1,10.0,
S(=O)(=O)(NC(=O)c1cc(OC)c(cc1)Cc1c2cc(NC(OC3CCCC3)=O)ccc2n(c1)C)c1ccccc1C,5515,CHEMBL603,Yes,Accolate|Zafirlukast|SID49681658|ICI-204219|SID26719823|SID26757966|,3,10.0,
S(=O)(=O)(NC(N)=N)c1ccc(NCc2c3c(nc4c2cccc4)cccc3)cc1,297752,CHEMBL1986064,No,SID462851,0,10.0,
S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCN(C)C)cc1,5165,CHEMBL128,Yes,SID49679316|Sumatriptan|Imitrex|,215,10.0,
S(=O)(=O)(N[C@@H](CCCN=C(N)N)C(=O)N1CC[C@H](C[C@@H]1C(O)=O)C)c1c2NCC(Cc2ccc1)C,83702,CHEMBL1166,Yes,Gn1600|Acova|MCI-9038|MD-805|Argatroban|DK-7419|GN-1600|Argatroban In Sodium Chloride|,45,10.0,
S(=O)(=O)(Nc1cc(ccc1)C#C\C=C\C(=O)NO)c1ccccc1,4510238,CHEMBL98245,No,SID29217613,0,10.0,
S(=O)(=O)(Nc1cc2CN(C)C(=O)Nc2cc1)c1ccccc1OC,28467525,CHEMBL2179387,No,,0,50.0,
S(=O)(=O)(Nc1cc2c(oc(CCCC)c2C(=O)c2ccc(OCCCN(CCCC)CCCC)cc2)cc1)C,180996,CHEMBL184412,Yes,Multaq|Dronedarone|SID144206559|,56,10.0,
S(=O)(=O)(Nc1ccc(cc1)C(O)CCCN(CCCCCCC)CC)C,54755,CHEMBL533,Yes,Ibutilide|Corvert|,8,10.0,
S(=O)(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,5063,CHEMBL471,Yes,Sotalol|SID26751989|MJ-1999|Betapace Af|Betapace|Sorine|,40,10.0,
S(=O)(=O)(Nc1ccc(cc1)Cc1nc(on1)-c1cc2c([nH]cc2CCN)cc1)C,116658,CHEMBL39317,No,SID26751890|L-694247|SID11113701|,0,10.0,
S(=O)(=O)(Nc1ccccc1)c1cc(ccc1)\C=C\C(=O)NO,5293831,CHEMBL408513,No,PXD-101|Belinostat|,63,50.0,
S(=O)(=O)(Nc1ccccc1C(=O)Nc1c2c(oc1C(=O)N)cccc2)c1ccc(cc1)C,2889900,,,,0,10.0,
S(=O)(=O)(Nc1nc(nc(OCCO)c1Oc1ccccc1OC)-c1ncccn1)c1ccc(cc1)C(C)(C)C,94651,CHEMBL957,Yes,Bosentan|Ro-47-0203-029|Tracleer|Ro-470203029|,218,10.0,
S(=O)(=O)(Nc1ncc(OC)cn1)c1ccc(N)cc1,5135,CHEMBL1200359,Yes,Sulfametoxydiazine|SID855817|Ultrax|SID11112435|Sulfametin|SID26748523|Bayrena|Sulfameter|Sulphamethoxydiazine|Sulla|AHR-857|,0,10.0,
S(=O)(=O)(Nc1ncccc1)c1ccc(N=Nc2cc(C(O)=O)c(O)cc2)cc1,10605946,CHEMBL421,Yes,S.A.S.-500|SAS-500|SID26747277|Azulfidine EN-Tabs|Salazosulfapyridine|Sulphasalazine|Azulfidine EN|Salicylazosulfapyridine|Azulfidine|Salazopyrin|SID17389737|Sulfasalazine|,63,10.0,
S(=O)(=O)(Nc1ncccn1)c1ccc(N=NC2C(=NN(C(=O)c3ccncc3)C2=O)C)cc1,290225,,,,0,10.0,
